Date,PROVNUM,PROVNAME,CITY,COUNTY,Case,ever_had_case,first_week,case_count_outbreak,case_count_CMS,Case_a,ever_had_case_a,first_week_a,homes_this,homes_last,homes_two,connections_this,connections_last,connections_two,homes_this_a,homes_last_a,homes_two_a,connections_this_a,connections_last_a,connections_two_a,OOS_homes,OOS_connections
02aug2020 00:00:00,065246,"LAUREL MANOR CARE CENTER, INC",COLORADO SPRINGS,El Paso County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065247,SPRINGS VILLAGE CARE CENTER,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065248,BETHANY NURSING & REHAB CENTER,LAKEWOOD,Jefferson County,0,0,,0,0,0,0,23aug2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065249,WILLOW TREE CARE CENTER,DELTA,Delta County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065250,SKYLINE RIDGE NURSING AND REHABILITATION CENTER,CANON CITY,Fremont County,0,0,,0,0,0,1,26jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065251,PAONIA CARE AND REHABILITATION CENTER,PAONIA,Delta County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065252,PARKMOOR VILLAGE HEALTHCARE CENTER,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,1,26jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065253,LA VILLA GRANDE CARE CENTER,GRAND JUNCTION,Mesa County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065254,SUNNY VISTA LIVING CENTER,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065255,BRIARWOOD HEALTH CARE CENTER,DENVER,Denver County,0,1,26apr2020 00:00:00,0,0,0,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065256,HIGHLINE REHABILITATION AND CARE COMMUNITY,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1,1
02aug2020 00:00:00,065257,GOLDEN PEAKS CENTER,FORT COLLINS,Larimer County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065258,HORIZONS CARE CENTER,ECKERT,Delta County,0,0,,0,1,1,1,26jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065259,ORCHARD PARK HEALTH CARE CENTER,LITTLETON,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065263,YUMA LIFE CARE CENTER,YUMA,Yuma County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065264,WALBRIDGE MEMORIAL CONVALESCENT WING,MEEKER,Rio Blanco County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065265,BERTHOUD LIVING CENTER,BERTHOUD,Larimer County,0,0,,0,0,0,1,21jun2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065266,GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,AURORA,Arapahoe County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065267,MANORCARE HEALTH SERVICES - BOULDER,BOULDER,Boulder County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065269,LIFE CARE CENTER OF PUEBLO,PUEBLO,Pueblo County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065272,SIERRA REHABILITATION AND CARE COMMUNITY,LAKEWOOD,Jefferson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065273,CHRISTOPHER HOUSE REHABILITATION AND CARE COMMUNIT,WHEAT RIDGE,Jefferson County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065274,NORTH STAR REHABILITATION AND CARE COMMUNITY,DENVER,Denver County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065276,LIFE CARE CENTER OF EVERGREEN,EVERGREEN,Jefferson County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065278,WINDSOR HEALTHCARE CENTER,WINDSOR,Weld County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065282,LIFE CARE CENTER OF LONGMONT,LONGMONT,Boulder County,0,1,19apr2020 00:00:00,0,1,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065283,RIDGEVIEW POST ACUTE,COMMERCE CITY,Adams County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065284,GRACE MANOR CARE CENTER,BURLINGTON,Kit Carson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065285,CASTLE ROCK CARE CENTER,CASTLE ROCK,Douglas County,0,1,26apr2020 00:00:00,0,0,0,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065286,EAGLE RIDGE AT GRAND VALLEY,GRAND JUNCTION,Mesa County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065290,MONACO PARKWAY HEALTH AND REHABILITATION CENTER,DENVER,Denver County,0,1,10may2020 00:00:00,0,0,0,1,10may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065291,MONTE VISTA ESTATES LLC,MONTE VISTA,Rio Grande County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065292,"REHABILITATION CENTER AT SANDALWOOD,THE",WHEAT RIDGE,Jefferson County,0,1,26apr2020 00:00:00,0,0,0,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065294,"LAMAR ESTATES, LLC",LAMAR,Prowers County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065296,CAMBRIDGE CARE CENTER,LAKEWOOD,Jefferson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065297,ALLISON CARE CENTER,LAKEWOOD,Jefferson County,1,1,19apr2020 00:00:00,1,0,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065298,HARMONY POINTE NURSING CENTER,LAKEWOOD,Jefferson County,0,1,26apr2020 00:00:00,0,0,0,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065299,PARKVIEW CARE CENTER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065302,REGENT PARK NURSING AND REHABILITATION,HOLYOKE,Phillips County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065303,BETH ISRAEL AT SHALOM PARK,AURORA,Arapahoe County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065305,LIBERTY HEIGHTS,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065306,"VALLEY INN, THE",MANCOS,Montezuma County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065307,MANTEY HEIGHTS REHABILITATION & CARE CENTER,GRAND JUNCTION,Mesa County,0,0,,0,4,1,1,21jun2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065308,WHEATRIDGE MANOR CARE CENTER,WHEAT RIDGE,Jefferson County,0,0,16aug2020 00:00:00,0,1,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065309,WASHINGTON COUNTY NURSING HOME,AKRON,Washington County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065311,UPTOWN HEALTH CARE CENTER,DENVER,Denver County,0,1,21jun2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065312,CROWLEY COUNTY NURSING CENTER,ORDWAY,Crowley County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065316,HILLCREST CARE CENTER,WRAY,Yuma County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065318,IRONDALE POST ACUTE,COMMERCE CITY,Adams County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065320,LITTLETON CARE AND REHABILITATION CENTER,LITTLETON,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065321,ARVADA CARE AND REHABILITATION CENTER,ARVADA,Jefferson County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065322,JULIA TEMPLE HEALTHCARE CENTER,ENGLEWOOD,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065323,DENVER NORTH CARE CENTER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065324,FRASIER MEADOWS HEALTH CARE CENTER,BOULDER,Boulder County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065325,MOUNT ST FRANCIS NURSING CENTER,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065327,JUNIPER VILLAGE - THE SPEARLY CENTER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065330,ARBOR VIEW,ARVADA,Jefferson County,0,0,,0,0,0,0,09aug2020 00:00:00,0,0,1,0,0,1,0,0,0,0,0,0,1,1
02aug2020 00:00:00,065331,LARCHWOOD INNS,GRAND JUNCTION,Mesa County,0,0,,0,0,0,0,16aug2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065332,LIFE CARE CENTER OF AURORA,AURORA,Arapahoe County,0,1,03may2020 00:00:00,0,0,0,1,03may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065333,CRIPPLE CREEK CARE CENTER,CRIPPLE CREEK,Teller County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065337,UNIVERSITY HEIGHTS REHAB AND CARE COMMUNITY,AURORA,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065341,CASEY'S POND SENIOR LIVING LTC,STEAMBOAT SPRINGS,Routt County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065344,SUITES AT CLERMONT PARK CARE CENTER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065345,"SUITES AT SOMEREN GLEN CARE CENTER, THE",CENTENNIAL,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065347,"VALLEY VIEW HEALTH CARE CENTER, INC",CANON CITY,Fremont County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1
02aug2020 00:00:00,065351,HOLLY NURSING CARE CENTER,HOLLY,Prowers County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065354,COLOROW HEALTH CARE LLC,OLATHE,Montrose County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065355,SHARMAR VILLAGE CARE CENTER,PUEBLO,Pueblo County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065356,LIFE CARE CENTER OF COLORADO SPRINGS,COLORADO SPRINGS,El Paso County,0,0,30aug2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065358,LIFE CARE CENTER OF WESTMINSTER,WESTMINSTER,Adams County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,1,0,0,1,0,0
02aug2020 00:00:00,065359,BENT COUNTY HEALTHCARE CENTER,LAS ANIMAS,Bent County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065360,FOWLER HEALTH CARE,FOWLER,Otero County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,1,0,0,0
02aug2020 00:00:00,065361,BROOKSIDE INN,CASTLE ROCK,Douglas County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065362,MONTAGE HILLS,DENVER,Arapahoe County,0,0,,0,0,0,1,12jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065366,PINE RIDGE EXTENDED CARE CENTER,PAGOSA SPRINGS,Archuleta County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065367,"VILLAGE CARE AND REHABILITATION CENTER, THE",WESTMINSTER,Jefferson County,0,0,,0,0,0,1,19jul2020 00:00:00,0,0,1,0,0,1,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065368,LIFE CARE CENTER OF GREELEY,GREELEY,Weld County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065370,LIFE CARE CENTER OF LITTLETON,LITTLETON,Arapahoe County,0,0,16aug2020 00:00:00,0,1,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065373,BEAR CREEK SENIOR LIVING,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065374,MONTAGE RIDGE,LAKEWOOD,Jefferson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065376,BROOKDALE GREENWOOD VILLAGE,GREENWOOD VILLAGE,Arapahoe County,1,1,19apr2020 00:00:00,1,0,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065377,CENTRE AVE HEALTH & REHAB,FORT COLLINS,Larimer County,0,0,,0,0,0,1,07jun2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065378,RIVERDALE REHAB AND CARE COMMUNITY OF BRIGHTON,BRIGHTON,Adams County,0,1,26jul2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065379,BROOMFIELD SKILLED NURSING AND REHABILITATION CTR,BROOMFIELD,Broomfield County,0,1,26apr2020 00:00:00,0,0,0,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065380,COLORADO STATE VETERANS HOME AT FITZSIMONS,AURORA,Adams County,0,1,03may2020 00:00:00,0,2,1,1,03may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065381,E DENE MOORE CARE CENTER,RIFLE,Garfield County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065382,BROOKDALE SKYLINE,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065383,VISTA VIEW CARE CENTER,THORNTON,Adams County,0,0,30aug2020 00:00:00,0,0,0,1,07jun2020 00:00:00,1,0,0,1,0,0,1,0,1,1,0,1,0,0
02aug2020 00:00:00,065384,SANDROCK RIDGE CARE AND REHAB,CRAIG,Moffat County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065386,COLORADO STATE VETERANS NURSING HOME - RIFLE,RIFLE,Garfield County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065387,FOREST STREET COMPASSIONATE CARE CENTER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065388,ST ANDREWS VILLAGE-LTC,AURORA,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,1,0,0,1,0,0
02aug2020 00:00:00,065390,"CENTER AT CENTENNIAL, THE",COLORADO SPRINGS,El Paso County,0,0,,0,2,1,1,12jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065391,COLORADO VETERANS COMMUNITY LIVING CTR AT HOMELAKE,MONTE VISTA,Rio Grande County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065393,ADVANCED HEALTH CARE OF AURORA,AURORA,Arapahoe County,0,1,03may2020 00:00:00,0,0,0,1,03may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065394,BRUCE MCCANDLESS CO STATE VETERANS NURSING HOME,FLORENCE,Fremont County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065395,"SUITES AT HOLLY CREEK CARE CENTER, THE",CENTENNIAL,Arapahoe County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065396,TRINIDAD INN NURSING HOME,TRINIDAD,Las Animas County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065397,"GRACE POINTE CONT CARE SR CAMPUS, SKILLED NURSING",GREELEY,Weld County,0,1,17may2020 00:00:00,0,0,0,1,17may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065398,VI AT HIGHLANDS RANCH SKILLED NURSING,HIGHLANDS RANCH,Douglas County,0,1,14jun2020 00:00:00,0,0,0,1,14jun2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065399,RIO GRANDE INN,LA JARA,Conejos County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065400,POWERBACK REHABILITATION LAKEWOOD,LAKEWOOD,Jefferson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065401,LIFE CARE CENTER OF STONEGATE,PARKER,Douglas County,0,0,,0,1,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065402,NEURORESTORATIVE COLORADO,LITTLETON,Jefferson County,0,0,,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065403,CENTER AT LINCOLN LLC,PARKER,Douglas County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065404,SLOAN'S LAKE REHABILITATION CENTER,DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065405,"SUITES PARKER, THE",PARKER,Douglas County,0,1,24may2020 00:00:00,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,1,0,0,1,0,0
02aug2020 00:00:00,065406,GARDENS ON QUAIL,ARVADA,Jefferson County,1,1,19jul2020 00:00:00,17,2,1,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065407,ADVANCED HEALTH CARE OF COLORADO SPRINGS,COLORADO SPRINGS,El Paso County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065408,LAKEWOOD VILLA,LAKEWOOD,Jefferson County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065409,CONTINUING CARE AT WIND CREST,HIGHLANDS RANCH,Douglas County,1,1,19apr2020 00:00:00,1,0,1,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065410,COLUMBINE COMMONS HEALTH AND REHAB LLC,WINDSOR,Weld County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065411,COTTONWOOD INN REHAB AND EXTENDED CARE CENTER,DURANGO,La Plata County,0,0,,0,0,0,0,09aug2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065412,"GREEN HOUSE HOMES AT MIRASOL, THE",LOVELAND,Larimer County,0,0,,0,0,0,1,05jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065413,"CENTER AT CORDERA, LLC, THE",COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065414,POWERBACK REHABILITATION LAFAYETTE,LAFAYETTE,Boulder County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065415,PIKES PEAK CENTER,COLORADO SPRINGS,El Paso County,0,1,26apr2020 00:00:00,0,0,0,1,26apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065416,"CENTER AT NORTHRIDGE, LLC, THE",WESTMINSTER,Adams County,1,1,02aug2020 00:00:00,4,6,1,1,02aug2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065417,"HEALTHCARE RESORT OF COLORADO SPRINGS, THE",COLORADO SPRINGS,El Paso County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065418,FOREST RIDGE,WOODLAND PARK,Teller County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065419,"CENTER AT LOWRY, LLC",DENVER,Denver County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065420,CASTLE PEAK SENIOR LIFE AND REHABILITATION,EAGLE,Eagle County,0,1,10may2020 00:00:00,0,0,0,1,10may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065421,"FLATIRONS HEALTH & REHAB, LLC",LOUISVILLE,Boulder County,0,0,,0,0,0,1,05jul2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065422,ACCEL AT GOLDEN RIDGE,GOLDEN,Jefferson County,0,1,19apr2020 00:00:00,0,0,0,1,19apr2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065423,CENTER AT ROCK CREEK LLC,FORT COLLINS,Larimer County,0,1,03may2020 00:00:00,0,0,0,1,03may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065424,RIVER VALLEY INN NURSING HOME,DEL NORTE,Rio Grande County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065425,"CENTER AT FORESIGHT LLC, THE",GRAND JUNCTION,Mesa County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065427,"CENTER AT PARK WEST LLC, THE",PUEBLO,Pueblo County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065429,ACCEL AT LONGMONT,LONGMONT,Boulder County,0,0,,0,0,0,1,24may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065430,AVIVA AT FITZSIMONS,AURORA,Adams County,0,1,10may2020 00:00:00,0,0,0,1,10may2020 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065431,"CENTER AT CENTERPLACE LLC, THE",GREELEY,Weld County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02aug2020 00:00:00,065432,"KATHERINE AND CHARLES HOVER GREEN HOUSES, INC",LONGMONT,Boulder County,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
